,0,1,2,3,4,5,function_value
101,1.0,1.0,2.0,3.0,5.0,3.0,1.5294083916620016
102,1.0,1.0,2.0,4.0,1.0,1.0,1.1779781264460705
103,1.0,1.0,2.0,4.0,1.0,3.0,1.4174752057499875
104,1.0,1.0,2.0,4.0,1.0,4.0,1.5999998557167066
105,1.0,1.0,2.0,4.0,2.0,3.0,1.4174750036038857
106,1.0,1.0,2.0,4.0,3.0,2.0,1.650000334392734
107,1.0,1.0,2.0,4.0,3.0,3.0,1.6499999462360435
108,1.0,1.0,2.0,4.0,4.0,2.0,1.6499997735195797
109,1.0,1.0,2.0,4.0,4.0,3.0,1.6499998157964355
110,1.0,1.0,2.0,4.0,4.0,4.0,1.6499998650200525
111,1.0,1.0,2.0,4.0,4.0,5.0,2.031579192702607
112,1.0,1.0,2.0,4.0,5.0,5.0,2.0315793582568578
113,1.0,1.0,2.0,5.0,1.0,3.0,1.4174762626894004
114,1.0,1.0,2.0,5.0,4.0,4.0,2.000000380336129
115,1.0,1.0,2.0,5.0,5.0,5.0,2.031579329791493
116,1.0,1.0,3.0,1.0,1.0,1.0,1.1779789145785338
117,1.0,1.0,3.0,1.0,1.0,2.0,1.3421053728189702
118,1.0,1.0,3.0,1.0,1.0,4.0,1.4482756528516276
119,1.0,1.0,3.0,1.0,2.0,1.0,1.1779793292234748
120,1.0,1.0,3.0,1.0,2.0,2.0,1.3421052905262651
121,1.0,1.0,3.0,1.0,2.0,3.0,1.3421052230988553
122,1.0,1.0,3.0,1.0,3.0,1.0,1.177979620029476
123,1.0,1.0,3.0,1.0,3.0,2.0,1.3421052269794087
124,1.0,1.0,3.0,1.0,3.0,3.0,1.4999999244724074
125,1.0,1.0,3.0,2.0,1.0,1.0,1.3271027361317755
126,1.0,1.0,3.0,2.0,1.0,2.0,1.4174758294304821
127,1.0,1.0,3.0,2.0,1.0,3.0,1.4174756756238855
128,1.0,1.0,3.0,2.0,2.0,1.0,1.3271027974781884
129,1.0,1.0,3.0,2.0,2.0,2.0,1.4174758950646262
130,1.0,1.0,3.0,2.0,2.0,3.0,1.6666665839608883
131,1.0,1.0,3.0,2.0,3.0,2.0,1.417476047321643
132,1.0,1.0,3.0,2.0,3.0,3.0,1.6666665383997152
133,1.0,1.0,3.0,3.0,1.0,1.0,1.3488368844717482
134,1.0,1.0,3.0,3.0,1.0,2.0,1.4174757667955327
135,1.0,1.0,3.0,3.0,1.0,3.0,1.4174756234899457
136,1.0,1.0,3.0,3.0,1.0,4.0,1.448275817635398
137,1.0,1.0,3.0,3.0,2.0,2.0,1.4174756787544427
138,1.0,1.0,3.0,3.0,2.0,3.0,1.6666666369485519
139,1.0,1.0,3.0,3.0,3.0,1.0,1.4999980326867892
140,1.0,1.0,3.0,3.0,3.0,2.0,1.5294121544558756
141,1.0,1.0,3.0,3.0,3.0,3.0,1.6666665711396855
142,1.0,1.0,3.0,3.0,5.0,3.0,1.6666667656215388
143,1.0,1.0,3.0,4.0,1.0,1.0,1.3488376930841042
144,1.0,1.0,3.0,4.0,1.0,3.0,1.4174754966148988
145,1.0,1.0,3.0,4.0,1.0,4.0,1.5999994095182868
146,1.0,1.0,3.0,4.0,1.0,5.0,1.599999266080732
147,1.0,1.0,3.0,4.0,2.0,2.0,1.6666604952954451
148,1.0,1.0,3.0,4.0,3.0,3.0,1.9652174221799374
149,1.0,1.0,3.0,4.0,3.0,4.0,1.9999999732196903
150,1.0,1.0,3.0,4.0,4.0,4.0,1.9999998083207127
151,1.0,1.0,3.0,4.0,5.0,3.0,2.236841968028622
152,1.0,1.0,3.0,5.0,2.0,2.0,1.666661003714969
153,1.0,1.0,3.0,5.0,2.0,5.0,2.0000003867522076
154,1.0,1.0,3.0,5.0,3.0,3.0,1.965217753140043
155,1.0,1.0,3.0,5.0,4.0,4.0,2.2368423010070915
156,1.0,1.0,3.0,5.0,5.0,5.0,2.2368423921574316
157,1.0,1.0,4.0,1.0,1.0,1.0,1.1779792920719978
158,1.0,1.0,4.0,1.0,3.0,1.0,1.1779797099515417
159,1.0,1.0,4.0,2.0,1.0,2.0,1.666666575132462
160,1.0,1.0,4.0,2.0,2.0,1.0,1.327102802805326
161,1.0,1.0,4.0,2.0,3.0,2.0,1.6666662324897266
162,1.0,1.0,4.0,3.0,2.0,2.0,1.6666664577212227
163,1.0,1.0,4.0,3.0,2.0,4.0,1.7375001070040659
164,1.0,1.0,4.0,3.0,3.0,2.0,1.6666659270876203
165,1.0,1.0,4.0,3.0,4.0,4.0,2.0315786855515157
166,1.0,1.0,4.0,3.0,4.0,5.0,2.484848496159156
167,1.0,1.0,4.0,4.0,3.0,2.0,1.6666652179522619
168,1.0,1.0,4.0,4.0,4.0,2.0,1.6666660778334323
169,1.0,1.0,5.0,1.0,1.0,1.0,1.177979196227146
170,1.0,1.0,5.0,3.0,3.0,3.0,2.1904762062170424
171,1.0,1.0,5.0,4.0,3.0,4.0,2.4848485813350294
172,1.0,1.0,5.0,5.0,1.0,3.0,1.9333337669595863
173,1.0,1.0,5.0,5.0,5.0,5.0,2.484848434394348
174,1.0,2.0,1.0,1.0,1.0,1.0,1.160451279598747
175,1.0,2.0,1.0,1.0,1.0,2.0,1.1628394218805596
176,1.0,2.0,1.0,1.0,1.0,3.0,1.1628342791451087
177,1.0,2.0,1.0,1.0,1.0,4.0,1.1628360065386816
178,1.0,2.0,1.0,1.0,2.0,1.0,1.1632439223623092
179,1.0,2.0,1.0,1.0,2.0,2.0,1.2403100743389746
180,1.0,2.0,1.0,1.0,2.0,3.0,1.2403099360950092
181,1.0,2.0,1.0,1.0,3.0,1.0,1.1632017448492282
182,1.0,2.0,1.0,1.0,3.0,2.0,1.2403103312862993
183,1.0,2.0,1.0,1.0,3.0,3.0,1.2405067506767413
184,1.0,2.0,1.0,1.0,3.0,4.0,1.2405066382177996
185,1.0,2.0,1.0,1.0,4.0,1.0,1.1631938734203862
186,1.0,2.0,1.0,2.0,1.0,1.0,1.1629673453037153
187,1.0,2.0,1.0,2.0,1.0,2.0,1.1629258473898108
188,1.0,2.0,1.0,2.0,1.0,3.0,1.1629272985626034
189,1.0,2.0,1.0,2.0,2.0,1.0,1.1640615302574775
190,1.0,2.0,1.0,2.0,2.0,2.0,1.247422335377709
191,1.0,2.0,1.0,2.0,2.0,3.0,1.2474222291002817
192,1.0,2.0,1.0,2.0,3.0,1.0,1.1640924205706056
193,1.0,2.0,1.0,2.0,3.0,2.0,1.2474227978955317
194,1.0,2.0,1.0,2.0,3.0,3.0,1.247422587780502
195,1.0,2.0,1.0,2.0,4.0,1.0,1.1640595869433064
196,1.0,2.0,1.0,2.0,4.0,3.0,1.2784853403068301
197,1.0,2.0,1.0,2.0,5.0,2.0,1.2784893206389358
198,1.0,2.0,1.0,2.0,5.0,3.0,1.5000014658204595
199,1.0,2.0,1.0,3.0,1.0,1.0,1.1630004742190767
200,1.0,2.0,1.0,3.0,1.0,2.0,1.266666310103794
201,1.0,2.0,1.0,3.0,1.0,3.0,1.2784811836882128
202,1.0,2.0,1.0,3.0,2.0,1.0,1.1640887378068638
203,1.0,2.0,1.0,3.0,2.0,2.0,1.266666002284284
204,1.0,2.0,1.0,3.0,2.0,3.0,1.2784808681889794
205,1.0,2.0,1.0,3.0,3.0,1.0,1.1641154984889186
206,1.0,2.0,1.0,3.0,3.0,2.0,1.2666660714324645
207,1.0,2.0,1.0,3.0,3.0,3.0,1.2784807352191052
208,1.0,2.0,1.0,3.0,4.0,2.0,1.2784842824122797
209,1.0,2.0,1.0,3.0,4.0,3.0,1.2784816438323103
210,1.0,2.0,1.0,3.0,4.0,4.0,1.2784800172211803
211,1.0,2.0,1.0,3.0,5.0,4.0,1.5454547764864808
212,1.0,2.0,1.0,4.0,1.0,1.0,1.1630159402405829
213,1.0,2.0,1.0,4.0,1.0,2.0,1.278480180144772
214,1.0,2.0,1.0,4.0,1.0,3.0,1.2784798235384929
215,1.0,2.0,1.0,4.0,2.0,1.0,1.1640871247867155
216,1.0,2.0,1.0,4.0,2.0,2.0,1.2784795053067557
217,1.0,2.0,1.0,4.0,2.0,3.0,1.278480229298304
218,1.0,2.0,1.0,4.0,3.0,1.0,1.2743309710257154
219,1.0,2.0,1.0,4.0,3.0,3.0,1.278479839727146
220,1.0,2.0,1.0,4.0,3.0,4.0,1.2784792563997691
221,1.0,2.0,1.0,4.0,4.0,3.0,1.2784799510385352
222,1.0,2.0,1.0,4.0,4.0,4.0,1.278479390255453
223,1.0,2.0,1.0,4.0,5.0,2.0,1.2784851190340212
224,1.0,2.0,1.0,5.0,1.0,1.0,1.2499998269083323
225,1.0,2.0,1.0,5.0,1.0,5.0,1.278477613608014
226,1.0,2.0,1.0,5.0,2.0,5.0,1.5333331768077196
227,1.0,2.0,1.0,5.0,3.0,2.0,1.2784737968508502
228,1.0,2.0,1.0,5.0,5.0,5.0,1.6470594579590236
229,1.0,2.0,2.0,1.0,1.0,1.0,1.1779788425053148
230,1.0,2.0,2.0,1.0,1.0,2.0,1.3421052919603143
231,1.0,2.0,2.0,1.0,1.0,3.0,1.3421052506225093
232,1.0,2.0,2.0,1.0,2.0,1.0,1.1779790564248165
233,1.0,2.0,2.0,1.0,2.0,2.0,1.3421052733051293
234,1.0,2.0,2.0,1.0,2.0,3.0,1.342105184559268
235,1.0,2.0,2.0,1.0,2.0,4.0,1.5925924663817368
236,1.0,2.0,2.0,1.0,3.0,1.0,1.1779793206550233
237,1.0,2.0,2.0,1.0,3.0,3.0,1.3421049064496693
238,1.0,2.0,2.0,1.0,4.0,3.0,1.5454546689657502
239,1.0,2.0,2.0,1.0,4.0,4.0,1.592592534593513
240,1.0,2.0,2.0,1.0,5.0,4.0,1.5925925498177775
241,1.0,2.0,2.0,2.0,1.0,1.0,1.1779787038737743
242,1.0,2.0,2.0,2.0,1.0,2.0,1.4674796453327248
243,1.0,2.0,2.0,2.0,1.0,3.0,1.4674796042331688
244,1.0,2.0,2.0,2.0,2.0,1.0,1.2999976299982994
245,1.0,2.0,2.0,2.0,2.0,2.0,1.4761904107971284
246,1.0,2.0,2.0,2.0,2.0,3.0,1.4999996359913175
247,1.0,2.0,2.0,2.0,3.0,1.0,1.2999987472495833
248,1.0,2.0,2.0,2.0,3.0,2.0,1.5454551826741152
249,1.0,2.0,2.0,2.0,3.0,3.0,1.5454548901074874
250,1.0,2.0,2.0,2.0,3.0,4.0,1.5925927049840438
251,1.0,2.0,2.0,2.0,4.0,3.0,1.5454547397846887
252,1.0,2.0,2.0,3.0,1.0,1.0,1.177978009709465
253,1.0,2.0,2.0,3.0,1.0,2.0,1.4674797583855717
254,1.0,2.0,2.0,3.0,1.0,3.0,1.4674796612504477
255,1.0,2.0,2.0,3.0,2.0,1.0,1.299998200470335
256,1.0,2.0,2.0,3.0,2.0,2.0,1.4761906626443648
257,1.0,2.0,2.0,3.0,2.0,3.0,1.649999838611829
258,1.0,2.0,2.0,3.0,2.0,4.0,1.6666661778024292
259,1.0,2.0,2.0,3.0,3.0,1.0,1.3750001124944158
260,1.0,2.0,2.0,3.0,3.0,2.0,1.5454546974419636
261,1.0,2.0,2.0,3.0,3.0,3.0,1.6499998703425687
262,1.0,2.0,2.0,3.0,4.0,2.0,1.6756751693436116
263,1.0,2.0,2.0,3.0,4.0,3.0,1.6999999402221218
264,1.0,2.0,2.0,3.0,4.0,4.0,1.999999947275389
265,1.0,2.0,2.0,4.0,1.0,1.0,1.177977912445618
266,1.0,2.0,2.0,4.0,1.0,5.0,1.5999997549765084
267,1.0,2.0,2.0,4.0,2.0,1.0,1.49999734514133
268,1.0,2.0,2.0,4.0,2.0,2.0,1.4999922685720162
269,1.0,2.0,2.0,4.0,2.0,3.0,1.6500005933258353
270,1.0,2.0,2.0,4.0,2.0,4.0,1.6666657557140185
271,1.0,2.0,2.0,4.0,3.0,1.0,1.500002936733996
272,1.0,2.0,2.0,4.0,3.0,2.0,1.6500003463057356
273,1.0,2.0,2.0,4.0,3.0,3.0,1.6500001760474656
274,1.0,2.0,2.0,4.0,3.0,4.0,1.666667014364283
275,1.0,2.0,2.0,4.0,4.0,1.0,1.5000092005621095
276,1.0,2.0,2.0,4.0,4.0,2.0,1.6999998594917345
277,1.0,2.0,2.0,4.0,4.0,3.0,1.7000002749204361
278,1.0,2.0,2.0,4.0,4.0,4.0,2.03157891547561
279,1.0,2.0,2.0,4.0,5.0,5.0,2.0315790889233036
280,1.0,2.0,2.0,5.0,1.0,1.0,1.249998929731881
281,1.0,2.0,2.0,5.0,1.0,2.0,1.6666613703521413
282,1.0,2.0,2.0,5.0,1.0,3.0,1.666661863852819
283,1.0,2.0,2.0,5.0,1.0,4.0,1.6666631805506513
284,1.0,2.0,2.0,5.0,2.0,4.0,1.666665407244715
285,1.0,2.0,2.0,5.0,3.0,2.0,1.7000003426096075
286,1.0,2.0,2.0,5.0,5.0,5.0,2.0315793348199542
287,1.0,2.0,3.0,1.0,1.0,1.0,1.1779788396908666
288,1.0,2.0,3.0,1.0,1.0,2.0,1.3750000202273718
289,1.0,2.0,3.0,1.0,2.0,1.0,1.1779790055588655
290,1.0,2.0,3.0,1.0,2.0,2.0,1.375000034681927
291,1.0,2.0,3.0,1.0,3.0,1.0,1.2833333353940475
292,1.0,2.0,3.0,1.0,3.0,2.0,1.375000031368331
293,1.0,2.0,3.0,1.0,3.0,3.0,1.530612194795312
294,1.0,2.0,3.0,1.0,4.0,5.0,1.9999997873574118
295,1.0,2.0,3.0,2.0,1.0,1.0,1.3271027656280552
296,1.0,2.0,3.0,2.0,1.0,2.0,1.4674796229261422
297,1.0,2.0,3.0,2.0,2.0,1.0,1.3271027898847207
298,1.0,2.0,3.0,2.0,2.0,2.0,1.4999999955474663
299,1.0,2.0,3.0,2.0,3.0,2.0,1.5500000946204064
300,1.0,2.0,3.0,2.0,3.0,3.0,1.6666665837884003
301,1.0,2.0,3.0,2.0,4.0,2.0,1.67568020361771
302,1.0,2.0,3.0,3.0,1.0,1.0,1.3488375049651053
303,1.0,2.0,3.0,3.0,1.0,2.0,1.4674796330579019
304,1.0,2.0,3.0,3.0,1.0,3.0,1.4674796153061367
305,1.0,2.0,3.0,3.0,2.0,1.0,1.4999988098651758
306,1.0,2.0,3.0,3.0,2.0,2.0,1.5500001155796845
307,1.0,2.0,3.0,3.0,2.0,3.0,1.6666668088419143
308,1.0,2.0,3.0,3.0,3.0,1.0,1.4999991854835317
309,1.0,2.0,3.0,3.0,3.0,2.0,1.550000127089516
310,1.0,2.0,3.0,3.0,3.0,3.0,1.666666796971005
311,1.0,2.0,3.0,3.0,3.0,4.0,1.6666663296097686
312,1.0,2.0,3.0,3.0,4.0,2.0,1.6756784105470799
313,1.0,2.0,3.0,3.0,4.0,3.0,1.8000001741829066
314,1.0,2.0,3.0,3.0,4.0,4.0,2.0315789476811927
315,1.0,2.0,3.0,3.0,5.0,3.0,2.0120483107559597
316,1.0,2.0,3.0,4.0,1.0,1.0,1.3488383138961215
317,1.0,2.0,3.0,4.0,1.0,3.0,1.4674797650636482
318,1.0,2.0,3.0,4.0,1.0,4.0,1.7374998533500756
319,1.0,2.0,3.0,4.0,2.0,4.0,1.7374996665378164
320,1.0,2.0,3.0,4.0,3.0,1.0,1.500001232466898
321,1.0,2.0,3.0,4.0,3.0,3.0,1.9652175536115326
322,1.0,2.0,3.0,4.0,3.0,4.0,1.99999986938218
323,1.0,2.0,3.0,4.0,4.0,3.0,1.9652175034854953
324,1.0,2.0,3.0,4.0,4.0,4.0,2.031579006364816
325,1.0,2.0,3.0,4.0,4.0,5.0,2.0315789709999263
326,1.0,2.0,3.0,4.0,5.0,5.0,2.33333330693509
327,1.0,2.0,3.0,5.0,2.0,2.0,1.6666617770759011
328,1.0,2.0,3.0,5.0,2.0,3.0,1.9652179597760202
329,1.0,2.0,3.0,5.0,3.0,3.0,1.9652175202533044
330,1.0,2.0,3.0,5.0,4.0,2.0,1.6999997453603692
331,1.0,2.0,3.0,5.0,4.0,3.0,1.9999999352813411
332,1.0,2.0,4.0,1.0,1.0,1.0,1.177979138451361
333,1.0,2.0,4.0,2.0,1.0,2.0,1.666666701682807
334,1.0,2.0,4.0,2.0,2.0,2.0,1.6666665522589243
335,1.0,2.0,4.0,2.0,2.0,3.0,1.6666666172087277
336,1.0,2.0,4.0,3.0,2.0,3.0,1.6666665964574614
337,1.0,2.0,4.0,3.0,3.0,3.0,1.666666427344531
338,1.0,2.0,4.0,3.0,4.0,3.0,1.96521743127714
339,1.0,2.0,4.0,3.0,4.0,4.0,2.0315789182285644
340,1.0,2.0,4.0,4.0,1.0,3.0,1.6666668297461673
341,1.0,2.0,4.0,4.0,2.0,4.0,1.7375000223168962
342,1.0,2.0,4.0,4.0,4.0,3.0,1.965217344822297
343,1.0,2.0,4.0,4.0,4.0,4.0,2.0315791175194957
344,1.0,2.0,4.0,4.0,5.0,5.0,2.4848485419668545
345,1.0,2.0,4.0,5.0,4.0,3.0,2.000000040255032
346,1.0,2.0,4.0,5.0,4.0,4.0,2.23684239813873
347,1.0,2.0,5.0,3.0,5.0,5.0,2.8823531135594123
348,1.0,2.0,5.0,5.0,5.0,2.0,1.7000007796728895
349,1.0,2.0,5.0,5.0,5.0,5.0,2.8823529549314344
350,1.0,3.0,1.0,1.0,1.0,1.0,1.1584152415268303
351,1.0,3.0,1.0,1.0,1.0,2.0,1.1628951482641208
352,1.0,3.0,1.0,1.0,1.0,3.0,1.1791044590565856
353,1.0,3.0,1.0,1.0,1.0,4.0,1.1791045470401171
354,1.0,3.0,1.0,1.0,2.0,1.0,1.1635149886189426
355,1.0,3.0,1.0,1.0,2.0,2.0,1.2403100986590052
356,1.0,3.0,1.0,1.0,2.0,3.0,1.2405062588343614
357,1.0,3.0,1.0,1.0,3.0,1.0,1.1632684190315303
358,1.0,3.0,1.0,1.0,3.0,2.0,1.2403101351393964
359,1.0,3.0,1.0,1.0,3.0,3.0,1.240506335856743
360,1.0,3.0,1.0,1.0,3.0,4.0,1.2405064020277476
361,1.0,3.0,1.0,1.0,3.0,5.0,1.5000000343366398
362,1.0,3.0,1.0,1.0,4.0,1.0,1.163223384326192
363,1.0,3.0,1.0,1.0,4.0,2.0,1.2405054942986733
364,1.0,3.0,1.0,1.0,4.0,3.0,1.240505546995057
365,1.0,3.0,1.0,1.0,4.0,4.0,1.2500001255427444
366,1.0,3.0,1.0,1.0,5.0,1.0,1.2352931009860342
367,1.0,3.0,1.0,1.0,5.0,2.0,1.4285720130691426
368,1.0,3.0,1.0,2.0,1.0,1.0,1.1631067425496489
369,1.0,3.0,1.0,2.0,1.0,2.0,1.247311737608543
370,1.0,3.0,1.0,2.0,1.0,3.0,1.2473117798322464
371,1.0,3.0,1.0,2.0,2.0,1.0,1.163974600423979
372,1.0,3.0,1.0,2.0,2.0,2.0,1.2533331423752712
373,1.0,3.0,1.0,2.0,2.0,3.0,1.2533331855187455
374,1.0,3.0,1.0,2.0,2.0,4.0,1.3999999500986922
375,1.0,3.0,1.0,2.0,3.0,1.0,1.164100311752093
376,1.0,3.0,1.0,2.0,3.0,2.0,1.2533333660202093
377,1.0,3.0,1.0,2.0,3.0,3.0,1.253333269455232
378,1.0,3.0,1.0,2.0,3.0,4.0,1.4999999563721909
379,1.0,3.0,1.0,2.0,3.0,5.0,1.499999889175014
380,1.0,3.0,1.0,2.0,4.0,1.0,1.278483474091774
381,1.0,3.0,1.0,2.0,4.0,2.0,1.3096449728820843
382,1.0,3.0,1.0,2.0,4.0,3.0,1.3096456040499198
383,1.0,3.0,1.0,3.0,1.0,1.0,1.1631092535160015
384,1.0,3.0,1.0,3.0,1.0,2.0,1.2666666988589632
385,1.0,3.0,1.0,3.0,1.0,3.0,1.2784811485303353
386,1.0,3.0,1.0,3.0,1.0,4.0,1.3950614785785196
387,1.0,3.0,1.0,3.0,2.0,1.0,1.1640801878443081
388,1.0,3.0,1.0,3.0,2.0,2.0,1.3076918559279378
389,1.0,3.0,1.0,3.0,2.0,3.0,1.3076923960759255
390,1.0,3.0,1.0,3.0,2.0,4.0,1.444444403476269
391,1.0,3.0,1.0,3.0,3.0,1.0,1.164135375464266
392,1.0,3.0,1.0,3.0,3.0,2.0,1.3096445239051404
393,1.0,3.0,1.0,3.0,3.0,3.0,1.309644686989257
394,1.0,3.0,1.0,3.0,3.0,4.0,1.5333331239328136
395,1.0,3.0,1.0,3.0,4.0,1.0,1.2784798384765368
396,1.0,3.0,1.0,3.0,4.0,2.0,1.3096447302466325
397,1.0,3.0,1.0,3.0,4.0,3.0,1.3096449853428054
398,1.0,3.0,1.0,3.0,4.0,4.0,1.5333330257597155
399,1.0,3.0,1.0,3.0,5.0,2.0,1.5000010430041602
400,1.0,3.0,1.0,3.0,5.0,3.0,1.5454545789233622
