function,N,estimator,mse_mean,mse_se,n_trials
cobb_douglas,700,lin,0.011820450269517054,0.000536775761610455,15
cobb_douglas,700,nn,0.0016102691395288027,7.222547128907707e-05,15
cobb_douglas,750,cv,0.0016165422897744099,0.00024335901327247355,15
cobb_douglas,750,gbm,0.001609844383091762,0.00017870994619364257,15
cobb_douglas,750,lin,0.011841040406402418,0.0005691387776851644,15
cobb_douglas,750,nn,0.0015706600543822198,6.998912612800113e-05,15
cobb_douglas,800,cv,0.0011691258519248883,0.00010162909549164573,15
cobb_douglas,800,gbm,0.001187015032417431,6.073982344582687e-05,15
cobb_douglas,800,lin,0.011857354922569363,0.000581668950397099,15
cobb_douglas,800,nn,0.0015101927003570233,6.0824461114362696e-05,15
cobb_douglas,850,cv,0.0014094014068303266,0.00021701933534261958,15
cobb_douglas,850,gbm,0.0015413963589629089,0.00020148371505935482,15
cobb_douglas,850,lin,0.01178423792596602,0.0005530956697926145,15
cobb_douglas,850,nn,0.0016453012625564903,9.473161479873664e-05,15
cobb_douglas,900,cv,0.0011828389569108221,0.00011911084555519563,15
cobb_douglas,900,gbm,0.0012686047899360619,0.00011398998065174409,15
cobb_douglas,900,lin,0.011875109703155194,0.000580523325580821,15
cobb_douglas,900,nn,0.0016214092993352826,7.975495846376184e-05,15
cobb_douglas,950,cv,0.0015133229239510059,0.0002613914692924545,15
cobb_douglas,950,gbm,0.0012957232427254042,0.00012933776207969702,15
cobb_douglas,950,lin,0.01180983189140604,0.0005490340335597263,15
cobb_douglas,950,nn,0.001671453446934256,0.00012589817127746968,15
cobb_douglas,1000,cv,0.0011925172641863155,0.00020589618509028358,15
cobb_douglas,1000,gbm,0.0011337681690787639,8.256302419854672e-05,15
cobb_douglas,1000,lin,0.011798517659826773,0.0005753507606949469,15
cobb_douglas,1000,nn,0.0015506247513809338,9.418152442754612e-05,15
leontief,50,cv,0.009073267555748601,0.0007611565596807576,15
leontief,50,gbm,0.01262747379982585,0.0023889080167080997,15
leontief,50,lin,0.010567245834911096,0.0007553935939536895,15
leontief,50,nn,0.008044225598382351,0.0006053286645614889,15
leontief,100,cv,0.006684774861839232,0.0007811606667737808,15
leontief,100,gbm,0.00815852972850124,0.0015256383372115922,15
leontief,100,lin,0.009796748982614263,0.000812306055903236,15
leontief,100,nn,0.007871538468027942,0.0010530144154588623,15
leontief,150,cv,0.005849383772379369,0.0006024200546632053,15
leontief,150,gbm,0.004786798439672756,0.0004702858009616094,15
leontief,150,lin,0.010334921018710903,0.0006517672869583334,15
leontief,150,nn,0.008296208516505935,0.0008569281503859544,15
leontief,200,cv,0.003520226667593579,0.00036745311256725484,15
leontief,200,gbm,0.0035283816952002595,0.0004703869596121268,15
leontief,200,lin,0.009400570461430797,0.0006565685216423159,15
leontief,200,nn,0.007048743424172558,0.0007598282864624098,15
leontief,250,cv,0.0037167635234218563,0.00045467323702599725,15
leontief,250,gbm,0.0033512350055837237,0.00024563093132676093,15
leontief,250,lin,0.009253706174692592,0.0007149520850967587,15
leontief,250,nn,0.005535560807590239,0.0003625833848439299,15
leontief,300,cv,0.002444302508493214,0.00033606082259633426,15
leontief,300,gbm,0.002584435878697262,0.0003484513914485278,15
leontief,300,lin,0.008932043670838817,0.0006925919202673151,15
leontief,300,nn,0.005504558308525128,0.0002911219662017243,15
leontief,350,cv,0.0025783738200285205,0.0003958322540226052,15
leontief,350,gbm,0.002755623709637944,0.0003317639707220132,15
leontief,350,lin,0.0091075297821214,0.000689560093723466,15
leontief,350,nn,0.005969006171974658,0.00032837820519913816,15
leontief,400,cv,0.0018407784058403576,0.000171086886295546,15
leontief,400,gbm,0.002218331140946819,0.00023918678546883224,15
leontief,400,lin,0.008922525654166447,0.0006990245917135085,15
leontief,400,nn,0.0054178883121978735,0.00029695820836112913,15
leontief,450,cv,0.0015856626564262038,0.00015716678607671184,15
leontief,450,gbm,0.002137937381066521,0.00028241736141149343,15
leontief,450,lin,0.008842898130011968,0.0006480149724517109,15
leontief,450,nn,0.005323872561261369,0.00031358740329927564,15
leontief,500,cv,0.001656918707410337,0.00025582860354702664,15
leontief,500,gbm,0.0016831718106239352,0.00018582134934504773,15
leontief,500,lin,0.008856952262639101,0.0006733458512488496,15
leontief,500,nn,0.005050304294020517,0.0003400378154494595,15
leontief,550,cv,0.0013519166836732795,0.00018303088729135211,15
leontief,550,gbm,0.0018063939104661108,0.0001868983558651049,15
leontief,550,lin,0.008900456846010468,0.0006273886407408858,15
leontief,550,nn,0.005134625928235908,0.0002844381675590714,15
leontief,600,cv,0.0012579980423106795,0.00011947555436810328,15
leontief,600,gbm,0.0015007102045360712,0.00012420969560068585,15
leontief,600,lin,0.008801066424369031,0.0006910916422991957,15
leontief,600,nn,0.005842273897732027,0.0009036625516793254,15
leontief,650,cv,0.0011220753506675353,0.00012215073187476136,15
leontief,650,gbm,0.0015581728785382567,0.00015757254011497662,15
leontief,650,lin,0.008777604337877899,0.0006738864552970581,15
leontief,650,nn,0.004880340688852156,0.00032488848316923705,15
leontief,700,cv,0.0011656620209451473,0.00017945854354632182,15
leontief,700,gbm,0.0014264345574013478,0.00013821769200756296,15
leontief,700,lin,0.00877803894684821,0.0006664828827833352,15
leontief,700,nn,0.004826182846394447,0.00030360252734215306,15
leontief,750,cv,0.0012099763067788198,0.00016959947926739418,15
leontief,750,gbm,0.001578884663806997,0.00016423997225333836,15
leontief,750,lin,0.008791145229427645,0.0006921789358088024,15
leontief,750,nn,0.004900716045440388,0.00031163003446503746,15
leontief,800,cv,0.0013341756972823403,0.00044776226605961524,15
leontief,800,gbm,0.0012037450098157253,0.00015225322868138815,15
leontief,800,lin,0.008812148962064333,0.0006961212744748043,15
leontief,800,nn,0.004881169318145722,0.00033638403093697527,15
leontief,850,cv,0.0014273578504393593,0.00022470938817109804,15
leontief,850,gbm,0.001498383755698528,0.00020295334973199767,15
leontief,850,lin,0.008753335014490866,0.0006710779580221618,15
leontief,850,nn,0.004903724450176355,0.00033265114140587437,15
leontief,900,cv,0.0009600771315187855,0.00010152112167957931,15
leontief,900,gbm,0.0013199553822067834,0.00014034785682926905,15
leontief,900,lin,0.008807548314637518,0.0006869973182460665,15
leontief,900,nn,0.004948901934788945,0.0002699658063790886,15
leontief,950,cv,0.0009206642059666762,0.00012866166970404148,15
leontief,950,gbm,0.0011746235010652274,0.00012938592618874282,15
leontief,950,lin,0.008740459760705453,0.0006726190103406628,15
leontief,950,nn,0.004783549714912617,0.00030162065836570224,15
leontief,1000,cv,0.0008562486221077114,0.00014657032425795567,15
leontief,1000,gbm,0.0010972933263874345,0.0001094405752915495,15
leontief,1000,lin,0.008748490118996328,0.0006827681394338542,15
leontief,1000,nn,0.0046891045295786955,0.00030790051916863604,15
linear,50,cv,0.004105712766925263,0.0011622536292270052,15
linear,50,gbm,0.012379534906822814,0.0022240259621407253,15
linear,50,lin,0.0014476498895845161,0.00024040143036231987,15
linear,50,nn,0.0029316031578052724,0.000440351961170066,15
linear,100,cv,0.002163067097128838,0.0004727745349696279,15
linear,100,gbm,0.005962168067834961,0.0008356296312664167,15
linear,100,lin,0.0010011739501122785,0.00017692660882983062,15
linear,100,nn,0.0015766309055357988,0.00021379626539879532,15
linear,150,cv,0.0022385383006555755,0.00048318304787184216,15
linear,150,gbm,0.0037415775776153434,0.0003802007044991363,15
linear,150,lin,0.0013149210566196236,0.0003018825652841268,15
linear,150,nn,0.00198682727950197,0.00036244539595281473,15
linear,200,cv,0.000896193761389199,0.0001982543163923371,15
linear,200,gbm,0.003380012643046911,0.0004138871472782833,15
linear,200,lin,0.0005418500633233221,0.0001231015777516369,15
linear,200,nn,0.0013724002806351193,0.00025949501505961566,15
linear,250,cv,0.0008338694500967002,0.0001945711893156137,15
linear,250,gbm,0.0029821473818221703,0.000356069126992297,15
linear,250,lin,0.0005525758655618279,7.982350430754897e-05,15
linear,250,nn,0.0010534425631715599,0.00019124040947054912,15
linear,300,cv,0.0007942983736371822,0.00027923572375992446,15
linear,300,gbm,0.002316111169485663,0.00024427863434017886,15
linear,300,lin,0.00033681413582372423,7.525441861596403e-05,15
linear,300,nn,0.001137291910962089,0.00032059892956814897,15
linear,350,cv,0.0011499689878590774,0.0004015955713762639,15
linear,350,gbm,0.002803075936201461,0.0003388550096832151,15
linear,350,lin,0.0005185855258907085,0.00011388266116344316,15
linear,350,nn,0.001085180525378444,0.00017034791521120104,15
linear,400,cv,0.0007671869339235204,0.0002661097357024677,15
linear,400,gbm,0.0021468104094260467,0.00029949299512267263,15
linear,400,lin,0.00035287940015657916,5.880152027175386e-05,15
linear,400,nn,0.0007380888495837851,8.70090325076229e-05,15
linear,450,cv,0.0005047799007294687,0.0001481975712494039,15
linear,450,gbm,0.0018875104099407847,0.0003411089666050965,15
linear,450,lin,0.0002322433193412886,3.6182971543236764e-05,15
linear,450,nn,0.0008371482833134066,0.00024266556675121682,15
linear,500,cv,0.0003729171227206719,7.31441455019226e-05,15
linear,500,gbm,0.0014431178685947496,0.00014861640605376544,15
linear,500,lin,0.0003059159471821259,6.762007981240337e-05,15
linear,500,nn,0.0006343950685653902,0.00010048954909089094,15
linear,550,cv,0.0004082967630943411,6.586523756644211e-05,15
linear,550,gbm,0.001474476851554775,0.00012736591097618928,15
linear,550,lin,0.000293983686209748,5.022805493851107e-05,15
linear,550,nn,0.000758397345795622,0.00013353793084647947,15
linear,600,cv,0.00032000431692609646,9.8211617684548e-05,15
linear,600,gbm,0.0016089856730995646,0.00024325932476032937,15
linear,600,lin,0.00021849038329666996,4.91721100215307e-05,15
linear,600,nn,0.0005903874258711532,0.0001745283107192644,15
linear,650,cv,0.00026555699818488345,5.144678090058899e-05,15
linear,650,gbm,0.0013507682591952417,0.0001126123153659617,15
linear,650,lin,0.00018072952844549184,3.544913478383049e-05,15
linear,650,nn,0.0004887067565634234,0.00011020910867632928,15
linear,700,cv,0.0005079496185292558,0.00015172429185364577,15
linear,700,gbm,0.0012313020890876204,0.00011648158729432245,15
linear,700,lin,0.00020052732001881786,3.69578713649996e-05,15
linear,700,nn,0.00047291794684239865,4.592846303214148e-05,15
linear,750,cv,0.0003683796189168345,0.0001239915128542566,15
linear,750,gbm,0.0013907399369796683,0.00018608292800076492,15
linear,750,lin,0.00022904618758943252,4.307698047386489e-05,15
linear,750,nn,0.0004147533639586191,5.2947931402217464e-05,15
linear,800,cv,0.00032212982036094166,6.0704744149091855e-05,15
linear,800,gbm,0.0010212248154570205,0.00012144039707915636,15
linear,800,lin,0.000197992368879095,4.609610027315021e-05,15
linear,800,nn,0.0004637319308686376,7.699972144709365e-05,15
linear,850,cv,0.0003198093936350316,0.00011834704514946519,15
linear,850,gbm,0.0012315105922305703,0.00019472455599547821,15
linear,850,lin,0.000165600130645246,2.534888664560691e-05,15
linear,850,nn,0.00045154271617909165,8.851502550712498e-05,15
linear,900,cv,0.00033991721425376124,7.424932869568411e-05,15
linear,900,gbm,0.001045347664675915,0.0001221112899957563,15
linear,900,lin,0.0002450268583172505,5.3852152929225536e-05,15
linear,900,nn,0.00044466434003871187,5.162314648841458e-05,15
linear,950,cv,0.0002461470504582666,5.8235526055035504e-05,15
linear,950,gbm,0.0011421347377772078,0.00011152790548298562,15
linear,950,lin,0.00017977246232576643,4.308100442186816e-05,15
linear,950,nn,0.00036767069550267304,4.208635387784743e-05,15
linear,1000,cv,0.00016479853583936034,3.099083894580701e-05,15
linear,1000,gbm,0.0008252445282971821,2.710756650165342e-05,15
linear,1000,lin,0.00014943799783746908,3.0251719454835502e-05,15
linear,1000,nn,0.000382387634347155,3.1872887786676526e-05,15
