N,t,mse_lin,mse_iso,mse_CV,lambda
100,9,0.008042857150382155,0.008372276076379316,0.005668260729258318,4.0
100,10,0.010263967463706305,0.008281279374473339,0.010263967463706305,inf
100,11,0.01360356459584902,0.0048068318028829625,0.007334531650562943,2.0
100,12,0.018840361753232702,0.009572914833553539,0.009572914833553539,0.0
100,13,0.013607436867534555,0.002386451936076268,0.009458305335874717,4.0
100,14,0.014663462935577505,0.0043791555493304405,0.007192767375773354,1.0
100,15,0.011706048784478437,0.004518356551936738,0.0037518604063937404,0.25
100,16,0.00933224062813833,0.0058579053390327785,0.00951100074866367,128.0
100,17,0.012396401622432274,0.0051159816376074975,0.0067659002128643815,2.0
100,18,0.007331855367833642,0.004241770121832498,0.004241770121832498,0.0
100,19,0.014708496692714545,0.012760702907850132,0.012760702907850132,0.0
100,20,0.012273263145573613,0.005267073084812126,0.005731736934297792,1.0
100,21,0.01277612933464252,0.003908774190337619,0.003908774190337619,0.0
100,22,0.014537639386414787,0.008985125121299892,0.00933897346244174,1.0
100,23,0.0081198057067356,0.005564114580289591,0.002998050783125333,1.0
100,24,0.006609342907733379,0.0038919948880644993,0.006609342907733379,inf
100,25,0.008164898833495388,0.005074325119746354,0.0058481717392221124,2.0
100,26,0.015450360651372608,0.009576568139291884,0.009561582627286297,0.00390625
100,27,0.009904591841152317,0.005075989087535775,0.00704921340380826,4.0
100,28,0.006787634155131039,0.005054458652729719,0.0033518407849998056,2.0
100,29,0.01053305291152427,0.003652570407833828,0.003652570407833828,0.0
100,30,0.007826391758119,0.003465888861149381,0.003465888861149381,0.0
100,31,0.010525483055020619,0.0051125620768503076,0.00418314876860126,0.25
100,32,0.00875887368930947,0.004959210840781988,0.004959210840781988,0.0
100,33,0.012232654681099837,0.009114233329314422,0.009114233329314422,0.0
100,34,0.012395910964280367,0.014598818443334622,0.009703965814528768,4.0
100,35,0.011637786409814334,0.009419803696639868,0.007148931939106941,2.0
100,36,0.005597233689616498,0.0037738201222081384,0.005597233689616498,inf
100,37,0.010678357879120477,0.004447205318858082,0.004551172403845905,1.0
100,38,0.006882534364908156,0.007166007461763841,0.007002002963447043,0.0625
100,39,0.012612518369844228,0.006182498268145844,0.005914871437439296,0.5
100,40,0.005700885305008361,0.007162340329254455,0.007162340329254455,0.0
100,41,0.012175957646794872,0.008748300784916922,0.008748300784916922,0.0
100,42,0.015225710226463605,0.009232848895773414,0.008647621601421445,1.0
100,43,0.009107799459488714,0.0036588720961312827,0.009107799459488714,inf
100,44,0.014818908838313993,0.004605693179000645,0.005175566814197965,0.5
100,45,0.010940948229366684,0.0060902283684905086,0.0060902283684905086,0.0
100,46,0.022940832547553625,0.011502245378141436,0.024128173234504308,256.0
100,47,0.006216166489803792,0.005892592654895196,0.006216166489803792,inf
100,48,0.022332588073872114,0.016312863344779074,0.020057120984388138,8.0
100,49,0.01291357193570045,0.006953991880962983,0.006953991880962983,0.0
150,0,0.009527382264790388,0.002607556840017563,0.002607556840017563,0.0
150,1,0.016728026717009226,0.005995388315105115,0.0063935777179774675,0.125
150,2,0.01133893739741316,0.005110443725967992,0.0048778634666692905,0.5
150,3,0.009721045667388368,0.0033538041372266156,0.0037741930990534546,0.5
150,4,0.008652524566858858,0.0013261393659583893,0.0013261393659583893,0.0
150,5,0.01212260830320359,0.00532105216630114,0.00532105216630114,0.0
150,6,0.013689537354446652,0.004333745322593642,0.004333745322593642,0.0
150,7,0.006452105880404917,0.004526356546691609,0.004138439988298521,0.5
150,8,0.013867431360152241,0.007854884174302044,0.007854884174302044,0.0
150,9,0.011324055583852131,0.006162053652911798,0.005372764656075303,0.5
150,10,0.0082325659322803,0.004432075814728579,0.006299125417642836,4.0
150,11,0.012399735205319024,0.0033553611875676696,0.003287991989632832,0.25
150,12,0.017359062511276557,0.005204908403588555,0.005275050671818854,0.5
150,13,0.010062111002755376,0.002293435579819867,0.002293435579819867,0.0
150,14,0.012221435886894762,0.004263792632200986,0.004263792632200986,0.0
150,15,0.010716054366592008,0.003570994945969645,0.006127013715115208,2.0
150,16,0.010389131760596047,0.005622754575892368,0.008245007600117506,4.0
150,17,0.01223827239244999,0.005483797900115681,0.005483797900115681,0.0
150,18,0.012239129398911754,0.0031858646556207643,0.010558572585139975,8.0
150,19,0.011902162971089503,0.004345948792041303,0.0059233032854009195,1.0
150,20,0.014015736432063821,0.007014621478811363,0.013655774581450494,64.0
150,21,0.013985788780125326,0.006518988127560605,0.013985788780125326,inf
150,22,0.004126054180936382,0.00345168477744196,0.003498550420828243,4.0
150,23,0.0056070766441275385,0.0034584177418929135,0.004578262568876027,4.0
150,24,0.01028236337599812,0.005566281015018675,0.0066246125470752724,1.0
150,25,0.008750343586830448,0.0029316916399453863,0.008750343586830448,inf
150,26,0.014408314240892377,0.005751384251714747,0.005935268342608852,0.25
150,27,0.010781394416549541,0.003918443231108104,0.003853153771885676,0.03125
150,28,0.011925980431897333,0.0039495728554960405,0.004404119036612696,0.5
150,29,0.01298621186203304,0.004545004220572451,0.005649753360107389,1.0
150,30,0.008647256960174682,0.0053454445063381584,0.0057671498708730265,0.25
150,31,0.010662568293446608,0.006291097644235276,0.00772790404829321,4.0
150,32,0.00922790304183632,0.0025251290553787724,0.0021381694038879874,0.25
150,33,0.012374767554472421,0.006248597493088287,0.0073994812115842756,0.5
150,34,0.005896590435983583,0.0037702130462412336,0.0037702130462412336,0.0
150,35,0.011624091718948997,0.0052545909271610155,0.0052545909271610155,0.0
150,36,0.012778413234448609,0.0029213641719680445,0.0030869152156144837,0.125
150,37,0.015127440796649537,0.006651018933707857,0.009263544458799221,2.0
150,38,0.011637926293443488,0.003531024016732494,0.0035902105210300767,0.25
150,39,0.013525975689494638,0.008030051777797123,0.00776037332258095,0.25
150,40,0.006231223387163663,0.0020070162354025654,0.004220700373626164,4.0
150,41,0.003520341600293643,0.001821808422868558,0.002867292399084418,8.0
150,42,0.008272157525033188,0.001291660187542871,0.008272157525033188,inf
150,43,0.011647676289643652,0.004909947982596971,0.004909947982596971,0.0
150,44,0.011095346831717156,0.00404517853283383,0.00404517853283383,0.0
150,45,0.010645235103670603,0.003109787037689947,0.00718810480102577,4.0
150,46,0.011702315223528633,0.0049955770209697044,0.0049955770209697044,0.0
150,47,0.01107906734306192,0.0029537755050422295,0.006367510980315535,2.0
150,48,0.012220782505107431,0.0016801472355996519,0.0016612120108016443,0.25
150,49,0.013248334599030583,0.003981646327416868,0.0038863933262261495,0.5
200,0,0.011359265874736742,0.003951711380802549,0.003951711380802549,0.0
200,1,0.013219318895151662,0.0022596092498250947,0.0036185148070877198,0.5
200,2,0.006430441174867496,0.004998716742247955,0.004998716742247955,0.0
200,3,0.01375582940075914,0.0019826379837454998,0.002468140442350339,0.125
200,4,0.016070204199060443,0.002925723359943538,0.003228426307525745,0.0625
200,5,0.014128947383090567,0.004747080412533092,0.004747080412533092,0.0
200,6,0.014880849532729952,0.002183381792799546,0.010804977477241835,4.0
200,7,0.00749680050466741,0.004790972873522782,0.004658520567252473,0.03125
200,8,0.008781335924486577,0.0019977058952618367,0.0019977058952618367,0.0
200,9,0.012345987965759895,0.002845051850760352,0.011782006680050526,32.0
200,10,0.014177149250411747,0.005016282241589711,0.007312295913959817,1.0
200,11,0.010773819451664508,0.0025005226341876384,0.0025005226341876384,0.0
200,12,0.015522350305789336,0.004833035569402791,0.006570674457750364,0.5
200,13,0.005989971381559655,0.001507238035856618,0.005989971381559655,inf
200,14,0.010619861864586733,0.0019005777017905455,0.0019716845843611086,0.0625
200,15,0.006661961342190428,0.0014330584355506048,0.0039137274769604465,2.0
200,16,0.005805399660348408,0.0019048489814772556,0.0016792380772597466,0.25
200,17,0.010599885496767998,0.003566495220090766,0.003566495220090766,0.0
200,18,0.010745838231697905,0.0020512057122694808,0.004244054589413173,1.0
200,19,0.007344635888038254,0.0023369421063103944,0.0031221990809006976,2.0
200,20,0.011276457579429766,0.0029453367032355434,0.0029453367032355434,0.0
200,21,0.008911780495603195,0.004156717609235426,0.008911780495603195,inf
200,22,0.005983652370793488,0.0026515485541215127,0.004505180314049794,4.0
200,23,0.0059529796197360565,0.0031345944023591604,0.00291646242505407,0.5
200,24,0.00472446669088681,0.003403835460523757,0.00472446669088681,inf
200,25,0.010479902813280848,0.0037926578962805286,0.003814025898692889,0.015625
200,26,0.01516474521734546,0.005929511386843797,0.007724488855954444,1.0
200,27,0.010865139533638728,0.0013206041743884906,0.0013269619583214905,0.0078125
200,28,0.01472685447433295,0.0019687193421756306,0.0026814837458359556,0.25
200,29,0.014751145400233541,0.003384955219316179,0.01097774389031938,4.0
200,30,0.012166942405138015,0.001980133370528193,0.003505268044350779,0.5
200,31,0.010547454476190548,0.0021335816566104143,0.0021335816566104143,0.0
200,32,0.0075467570516917345,0.0036657022184728833,0.0035645655131364634,0.5
200,33,0.0060532191626411665,0.0018077664073262829,0.0014917614237324691,0.5
200,34,0.00904894004901246,0.0052041731981457735,0.0052041731981457735,0.0
200,35,0.015115722496356107,0.0027785749704037845,0.0039523143727422435,0.5
200,36,0.013223605943001957,0.004257921820004999,0.004257921820004999,0.0
200,37,0.010799082539632732,0.002787603010538664,0.002787603010538664,0.0
200,38,0.008460157135606902,0.0016260130380939316,0.0016260130380939316,0.0
200,39,0.008210525904378993,0.0034628651715714674,0.0047239919958815555,2.0
200,40,0.010687883937661347,0.002745476396008211,0.0030944492540027984,0.125
200,41,0.01409894122213278,0.00670148673582864,0.00670148673582864,0.0
200,42,0.01144579574204029,0.0023642153761668813,0.0038181507586774154,0.5
200,43,0.011429502905414678,0.0026646766455164462,0.004720765532003922,1.0
200,44,0.010554349376671374,0.001122001300907769,0.001122001300907769,0.0
200,45,0.00920593757505496,0.002468471656874238,0.002468471656874238,0.0
200,46,0.012568013985363969,0.0031240370524212493,0.004542815643987828,0.5
200,47,0.011435676615482641,0.0014866059419730271,0.0014866059419730271,0.0
200,48,0.011296734408829752,0.0039334835871302,0.0039334835871302,0.0
200,49,0.011337703738373516,0.0053198717379192425,0.007683312999872307,2.0
250,0,0.008939708317462292,0.002251777266160051,0.005009348603950033,2.0
250,1,0.010790098925447722,0.00265906676502654,0.0037034925560089148,0.5
250,2,0.0069487512801005916,0.002528051067661322,0.002528051067661322,0.0
250,3,0.0070993922342788875,0.00518868614627941,0.006246063239160566,4.0
250,4,0.009354092221073564,0.0026670551722207175,0.002700550093005733,0.125
250,5,0.009518760864128147,0.0025465914461571676,0.0025465914461571676,0.0
250,6,0.0068790067734072,0.002448150523554292,0.0020933429950525453,0.0625
250,7,0.0131622297303819,0.0011978375900556907,0.0011978375900556907,0.0
250,8,0.010575711816305414,0.0020780287427031225,0.0020780287427031225,0.0
250,9,0.010440900273975737,0.003611947725134199,0.0037715376576867386,0.5
250,10,0.010953564579703565,0.002407454466064426,0.002407454466064426,0.0
250,11,0.011956541029283669,0.005163309370689287,0.006969426629708896,1.0
250,12,0.004809171534191159,0.002248537173922328,0.0026600724351556228,2.0
250,13,0.012455968076856507,0.00314100242606186,0.00314100242606186,0.0
250,14,0.009111292400976944,0.0020115440801838596,0.0020115440801838596,0.0
250,15,0.010307760187621482,0.001963531681319552,0.0023896674107767076,0.5
250,16,0.005972282830221856,0.0027043809039217328,0.002337780217985171,0.5
250,17,0.01089361884392932,0.0009031959875793416,0.0008758485929770098,0.03125
250,18,0.009533654342661051,0.002832359422151964,0.0030341203724203554,0.25
250,19,0.01288578290510894,0.0014021101112295059,0.0014292610943262263,0.015625
250,20,0.007340364624359302,0.002742082290261034,0.002742082290261034,0.0
250,21,0.014506313165252966,0.002306236193223448,0.002306236193223448,0.0
250,22,0.01131030616473492,0.0035262831941082658,0.006832477333582374,2.0
250,23,0.006200860814675858,0.001957694193636617,0.001957694193636617,0.0
250,24,0.00807682458824743,0.002780635079894496,0.0028779406620088235,0.5
250,25,0.008277906790269353,0.002761588818635371,0.002761588818635371,0.0
250,26,0.01148248272869953,0.0037033164698934747,0.003671350586942599,0.03125
250,27,0.012492510896546976,0.0034848768297126,0.003924632730656579,0.25
250,28,0.01248758821399404,0.001854697882603272,0.001854697882603272,0.0
250,29,0.00895180692786282,0.002608226270298983,0.004459400600877393,1.0
250,30,0.009325429192691921,0.003928488696404483,0.0039734665249926875,0.25
250,31,0.011823026795625498,0.0015661441867433296,0.0019291031514844343,0.25
250,32,0.009154743982433988,0.0033317311534704387,0.0032498750482337956,0.125
250,33,0.00766520205922399,0.0007852921839782397,0.0007852921839782397,0.0
250,34,0.010198572575891343,0.0042634305510057206,0.006090308355055025,1.0
250,35,0.013944595351152621,0.003382725583357929,0.003382725583357929,0.0
250,36,0.01150843011931698,0.0034415302090935775,0.0034415302090935775,0.0
250,37,0.008626945507310423,0.0035419310245198544,0.003574673664796435,0.25
250,38,0.008804626785600025,0.0030803888421227755,0.0030803888421227755,0.0
250,39,0.007412343399431225,0.0013662772336821432,0.003165090591682653,1.0
250,40,0.010069997182014739,0.0024988512542049655,0.0024988512542049655,0.0
250,41,0.015008287818337891,0.003630109939818057,0.003630109939818057,0.0
250,42,0.010919147298461713,0.0026358303609818634,0.0026358303609818634,0.0
250,43,0.012689169724963428,0.0016794608824572462,0.0023187306705428267,0.5
250,44,0.006568402413029493,0.0028029259481347313,0.0036683541736017384,2.0
250,45,0.00871184037961593,0.0029355241057258067,0.002901252882645262,0.125
250,46,0.01168155112858985,0.003956724257491917,0.003977945243552614,0.03125
250,47,0.005583341822636041,0.00229436330203896,0.00229436330203896,0.0
250,48,0.007229855870698888,0.0027195358884415867,0.004090948849046346,1.0
250,49,0.0060898059889460746,0.0023331705358743122,0.003033415065205319,2.0
300,0,0.012539167090086914,0.004088685291597533,0.0070085932885140334,2.0
300,1,0.003658279303217012,0.002070728939792745,0.002070728939792745,0.0
300,2,0.010932996587243353,0.0020196721264959284,0.0023336925989790227,0.25
300,3,0.015679266544378578,0.0034963670254346143,0.0034963670254346143,0.0
300,4,0.010660775504648522,0.0033473368314942743,0.0033473368314942743,0.0
300,5,0.013736734699802196,0.0021724773536517332,0.0021724773536517332,0.0
300,6,0.013478028854537239,0.0018927545079675022,0.0019864464561808303,0.125
300,7,0.007531877370444985,0.0019249926203040166,0.003992104842077341,2.0
300,8,0.010466448244078419,0.001871718466190944,0.001871718466190944,0.0
300,9,0.013629617018637179,0.0010561849496994761,0.0010561849496994761,0.0
300,10,0.010504518241931994,0.0017678112057357364,0.0017519994700394338,0.0625
300,11,0.009720342121947563,0.0031403638881453756,0.00371253555099532,0.5
300,12,0.007157915535505088,0.0016513417931773614,0.0016513417931773614,0.0
300,13,0.01503314046288438,0.0009170137980174642,0.002389651234954306,0.5
300,14,0.009982475982086575,0.0019063461983975277,0.0019063461983975277,0.0
300,15,0.0063486122978718695,0.0023974421309199715,0.0030105531309929335,1.0
300,16,0.011161515903800908,0.002967351676916331,0.002967351676916331,0.0
300,17,0.00525211459291845,0.001414763941594708,0.001414763941594708,0.0
300,18,0.00913674035504916,0.003278150107792477,0.003278150107792477,0.0
300,19,0.012253457316538274,0.0015182145469602585,0.0015182145469602585,0.0
300,20,0.010570974279311649,0.0028052844835916705,0.0031067178627414093,0.5
300,21,0.013435126147116021,0.0031351870253553678,0.0043962584354497606,0.5
300,22,0.013650699105399546,0.0022245790175132673,0.0022245790175132673,0.0
300,23,0.005711068839197167,0.001450021436375497,0.002447491225618056,1.0
300,24,0.013902190153515858,0.001743959038918033,0.001743959038918033,0.0
300,25,0.005510536735811572,0.00196152493982583,0.00196152493982583,0.0
300,26,0.01036226601582715,0.0009506276182262976,0.0009506276182262976,0.0
300,27,0.013381215811395685,0.001688107319223059,0.0016592118577711784,0.25
300,28,0.01493098466360815,0.0019069795320640227,0.0019069795320640227,0.0
300,29,0.0096678988124266,0.0017219950506188388,0.0017219950506188388,0.0
300,30,0.014302498400608862,0.0009185092504680469,0.0018347878920681523,0.5
300,31,0.012993044509575492,0.0015951509547510185,0.0024820099003199764,0.5
300,32,0.01318812268796134,0.0039313633526874255,0.00470470902930444,0.5
300,33,0.009957850009404611,0.0023010853471774188,0.0023010853471774188,0.0
300,34,0.013803656702537501,0.0022276058239091463,0.002249530010725495,0.03125
300,35,0.010200693782275538,0.001553291032862909,0.001553291032862909,0.0
300,36,0.01352971773068603,0.0018335634497731617,0.0018335634497731617,0.0
300,37,0.010837985142467891,0.00204900938186514,0.00204900938186514,0.0
300,38,0.012051752196292436,0.004670950352024822,0.004673755346002843,0.001953125
300,39,0.01271888238156643,0.0016978689908051623,0.0016978689908051623,0.0
300,40,0.008817817457981896,0.0007782169376477955,0.0007782169376477955,0.0
300,41,0.014307847956778292,0.0021879527281104265,0.0021879527281104265,0.0
300,42,0.01039984560619455,0.0023227595562934165,0.003478071119189485,0.5
300,43,0.014110632735104036,0.0018141968194944622,0.0017326082695267985,0.25
300,44,0.011599647373211485,0.0029293348905601218,0.006564855008388947,2.0
300,45,0.012534824536129228,0.001522700290534133,0.001522700290534133,0.0
300,46,0.013116974375123124,0.0009826323643849185,0.0009735626011929756,0.0078125
300,47,0.009780834995178102,0.0023029503424641454,0.0023029503424641454,0.0
300,48,0.012385469376079768,0.0031285962208610586,0.006621754224729257,2.0
300,49,0.007430370757932085,0.0020437040049004433,0.00202311742402525,0.03125
350,0,0.00961957487383851,0.0006770037217787471,0.0017393233654923082,0.5
350,1,0.005329734153707885,0.001671548711983017,0.002372014818495001,1.0
350,2,0.01366535093127029,0.002101042428837631,0.0029061239932284804,0.25
350,3,0.007796849488994553,0.002166755795669401,0.0021097468590635183,0.125
350,4,0.007592214565337188,0.0019441261991221476,0.0019648085857023457,0.03125
350,5,0.01144866032868369,0.002689079341292824,0.004453536641715367,1.0
350,6,0.006637234004262448,0.001501495491109225,0.0022507223749837642,0.5
350,7,0.012630504896590601,0.0014238310503502916,0.0016679662561819746,0.5
350,8,0.013154617299648015,0.00181009703506942,0.00181009703506942,0.0
350,9,0.008882102166520571,0.002779260603502793,0.0029511153850197668,0.5
350,10,0.007994965394972346,0.0010272701305684253,0.0010272701305684253,0.0
350,11,0.013553135499782178,0.0028608673165994736,0.0028608673165994736,0.0
350,12,0.01066350454522701,0.00149043010176853,0.0014439669073743283,0.03125
350,13,0.009155395177490947,0.0040293338421122605,0.005465497294188706,1.0
350,14,0.005783813279968386,0.0016616381036197692,0.005307574941057348,16.0
350,15,0.00571444904000468,0.0016281691429145143,0.0016281691429145143,0.0
350,16,0.006567271570951271,0.0008415723633890575,0.0008415723633890575,0.0
350,17,0.013048254173533884,0.0013650232802327376,0.0013650232802327376,0.0
350,18,0.006488079524785585,0.0008543694939373499,0.000858170023038517,0.015625
350,19,0.012019462558168974,0.003118363648256892,0.0036783988216071008,0.25
350,20,0.0039801676930442936,0.0018858424990951081,0.0029312023083153727,4.0
350,21,0.012561382500683808,0.0010665427657787988,0.0010665427657787988,0.0
350,22,0.009123831802718021,0.0026117125896156033,0.0026117125896156033,0.0
350,23,0.0037742922566751593,0.0006470438227644793,0.0006470438227644793,0.0
350,24,0.009204013459875182,0.0018236692102159197,0.001825441627384232,0.015625
350,25,0.010781985656782171,0.0025255967740646958,0.0027230621572409772,0.125
350,26,0.014015455705342286,0.0008543835627156674,0.0008543835627156674,0.0
350,27,0.01104504461663402,0.0014816771171914257,0.0038691792023257247,1.0
350,28,0.007176792149282014,0.001230166421831691,0.0020922178495648707,1.0
350,29,0.011931635147263742,0.0021920845055257428,0.0021920845055257428,0.0
350,30,0.012933408333784908,0.002162887364289096,0.0028312694593784736,0.25
350,31,0.012528843234499695,0.0026884073840507017,0.0026884073840507017,0.0
350,32,0.004690970674789401,0.0017965843764038909,0.0016545830657739913,0.25
350,33,0.011577565262138744,0.0040965237248370215,0.0040965237248370215,0.0
350,34,0.01399566433710392,0.0014666981551397901,0.0014666981551397901,0.0
350,35,0.007980875562651668,0.0023618809511627556,0.0023618809511627556,0.0
350,36,0.008260435283759153,0.0032699727650537047,0.0030377526886043553,0.125
350,37,0.010310820495411306,0.0010606244110593784,0.0025670883260253212,0.5
350,38,0.007150093321503101,0.0013289163244412671,0.0023002769310788633,1.0
350,39,0.01114309383146165,0.0015221215855190748,0.002049837447527182,0.25
350,40,0.006202242643377131,0.0017124842975868176,0.0016923362730929836,0.5
350,41,0.01398411513412418,0.0015958239354876818,0.0015958239354876818,0.0
350,42,0.0041912461883741895,0.0006175173025498854,0.0010101368431453396,1.0
350,43,0.013365272603385,0.001794286449766365,0.001794286449766365,0.0
350,44,0.01172042818417306,0.0024059210197137273,0.0032261072889621907,0.5
350,45,0.0073772692103956285,0.0023353423042355194,0.0027693054420978858,0.25
350,46,0.010783965262651778,0.003996472372076885,0.003996472372076885,0.0
350,47,0.00870154109457314,0.00255753343914516,0.0025302868297460337,0.03125
350,48,0.014507733818760506,0.0015707515543971402,0.0015707515543971402,0.0
350,49,0.007946233392603131,0.0010992986864427736,0.0010992986864427736,0.0
400,0,0.01365359279763761,0.002805522323504396,0.005878965161808012,1.0
400,1,0.003938885828526002,0.0011194534130035778,0.0011190718974029847,0.001953125
400,2,0.005092498373027534,0.0026872741802605672,0.0027786144583531597,0.25
400,3,0.010778762454097215,0.00130889217498844,0.0013192289488407724,0.03125
400,4,0.005780249804059466,0.001947511624351475,0.0018049638107745893,0.0625
400,5,0.010964971369104856,0.0027496433190313074,0.0037385982622058387,0.5
400,6,0.006845891598850921,0.001987150040943037,0.0022532392571578876,1.0
400,7,0.007154672187729499,0.0012329326004641996,0.0027071435147883903,1.0
400,8,0.00431728388123382,0.0013666815782312164,0.0021411989066133963,2.0
400,9,0.011346640983412749,0.0012632300025714983,0.0012632300025714983,0.0
400,10,0.012370080619394246,0.0013752887563992966,0.001571017420681531,0.0625
400,11,0.009879024246446134,0.0037664875502170974,0.003689216271715923,0.03125
400,12,0.00597155493499812,0.0007793462773681307,0.0029604607826015173,2.0
400,13,0.013596720775914143,0.001094322313025787,0.0030969694071196134,0.5
400,14,0.011975412278101435,0.0010121148625000503,0.0012532385140872461,0.125
400,15,0.008462702153789031,0.001154802498946555,0.001154802498946555,0.0
400,16,0.01271228080123095,0.004123029562589335,0.004123029562589335,0.0
400,17,0.009593991606247194,0.002233896512822918,0.002230038036220361,0.125
400,18,0.006413130329679843,0.001997903808606271,0.0023554786758280964,0.5
400,19,0.00938599422338342,0.0016682774478762271,0.001225076568607556,0.25
400,20,0.012131693066220034,0.0026604269431307,0.0026604269431307,0.0
400,21,0.010581666939862528,0.003096665216843078,0.0032172142490021717,0.5
400,22,0.006502845050996711,0.0014600968639684334,0.0014822487607826682,0.03125
400,23,0.011467232697714795,0.0022849930746992766,0.0021879423819890745,0.25
400,24,0.013500099554051244,0.0028001008118604194,0.0028001008118604194,0.0
400,25,0.00520727071927675,0.001600771206468026,0.001600771206468026,0.0
400,26,0.010957769821779605,0.0028702360280387605,0.0028702360280387605,0.0
400,27,0.007702073965425241,0.0011248644405968693,0.001239853024495384,0.0625
400,28,0.00989809639551426,0.0010022996264913257,0.0030591298650902306,1.0
400,29,0.010754909854057883,0.0013418116850108953,0.0013418116850108953,0.0
400,30,0.006816658551451344,0.0015749415801421334,0.002539899142736048,1.0
400,31,0.010469138555867542,0.0007866374893445984,0.000983207141953616,0.125
400,32,0.010749284113424186,0.0021560659179291255,0.0038675979234698084,0.5
400,33,0.0059080410581217714,0.001981471820142687,0.001981471820142687,0.0
400,34,0.010673307625549655,0.0014020336098106456,0.0014020336098106456,0.0
400,35,0.012910113097158657,0.0012529716189703694,0.0012529716189703694,0.0
400,36,0.00855104202825398,0.002203240571975297,0.003621981802716162,1.0
