function,N,t,mse_lin,mse_cv,lambda,mse_nn,hp_nn,mse_gbm,hp_gbm
linear,50,10,3.814964642260391e-05,0.01009218790571607,0.0,0.001159920362689875,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0075532642937847115,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,50,11,0.0009412747651314678,0.0009412747651314678,inf,0.002587451244195647,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.008304951511937515,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,50,12,0.002781430487349061,0.002781430487349061,inf,0.0059009138883238275,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.008983911475357709,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,50,13,0.0020579067398333066,0.006317926740465461,1.0,0.0037983615578910347,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.011277493535626206,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,50,14,0.0003191534059101716,0.0027363375490294974,1.0,0.0013680696017838666,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0051336777910458474,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,0,0.0009200186674982233,0.0009200186674982233,inf,0.0015699505610427473,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0024661940667831733,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,1,0.0007144185564810389,0.0010260601512559146,4.0,0.0014382747530706074,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002334910467298309,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,2,0.0012726559423801409,0.00290123860101024,1.0,0.0012051467296051062,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004232732893759151,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,3,0.0024874724468098392,0.0024874724468098392,inf,0.003559986194072937,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.007710640053798718,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,4,0.0007490610574161533,0.005505495369978959,0.25,0.0016267468251163735,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.007041740387840607,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,5,0.0007719056044186906,0.003533759837885262,1.0,0.001873297082862445,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.005442080131993199,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,6,0.000310128665336222,0.000310128665336222,inf,0.00041668392526212066,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.009265780452740766,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,7,0.0006997549828344719,0.0007039057247821695,256.0,0.0008049713447945095,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0070539052497771175,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,8,0.00040721853909702255,0.00040721853909702255,inf,0.0009035501710193131,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.003076782198966131,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,9,0.0026650377989714392,0.0026650377989714392,inf,0.003179762064131653,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.013986232818714979,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,10,0.0009548045519623255,0.006414804383498543,0.03125,0.0010755971261738329,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.003698032884769138,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,11,0.0007959958560437737,0.0017575719337009105,2.0,0.001392183123477671,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004343767294873563,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,12,0.00046873992228723516,0.002012897676960223,2.0,0.00156901252340108,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004750563777696768,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,13,0.0007450200726745107,0.0007450200726745107,inf,0.0012331994155685793,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.009975134932727227,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,100,14,0.0010553765874730897,0.0010553765874730897,inf,0.001801101743438008,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004054023405785566,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,0,0.0009028591602903086,0.0009028591602903086,inf,0.0010430089487914664,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.003078822165182591,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,1,0.0008262343447739537,0.006035023741344009,0.0,0.001445942743701005,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0021634544544204127,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,2,0.00015310064894078274,0.00038933720745939717,4.0,0.0010924842962418716,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0028531960635317434,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,3,0.0017800987538176866,0.0017800987538176866,inf,0.002034684546778007,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.006703717927133956,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,4,0.0005543114599458501,0.0005543114599458501,inf,0.005121005881593,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0017156655314489102,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,5,0.00024847995703032014,0.0009909244599076794,2.0,0.0016166771622239647,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0032454540551015688,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,6,0.0011845963811398352,0.0011845963811398352,inf,0.0014013196824676966,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.00445970086986702,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,7,0.0004343379112200483,0.0063767300137095575,0.03125,0.0005962593626924772,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0036667410828985225,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,8,0.0024506771796138703,0.0024506771796138703,inf,0.002590312849319025,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002893886030039049,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,9,0.000957053746765081,0.002548744546977637,1.0,0.0012191788746735658,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0026240096201496288,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,10,0.0005578445274978445,0.0013513076989205373,2.0,0.000590179721920141,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0032967005295973127,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,11,0.0011450805919605005,0.0011469825670389782,256.0,0.0012148111143076804,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.003318967570015021,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,12,0.0020843255348427844,0.0019411308525543024,16.0,0.0019868572166661736,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004327386019582145,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,13,0.0047660835700721335,0.004250132212741634,256.0,0.005009509416093918,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.005149825392566434,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,150,14,0.0016787320813833576,0.0016752182743723493,32.0,0.0028401773750595565,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.006626136352695837,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,0,0.000532711770569286,0.0017417678497668376,0.5,0.0007660495570111167,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002314987621856205,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,1,0.00010695807177399026,0.000690760881707314,2.0,0.0012777712906513945,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0033393207736763,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,2,0.00024850312244273256,0.0004472768998469423,4.0,0.0005178235752624443,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0015422626423093502,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,3,0.000896155293109052,0.0020704173244547063,2.0,0.001336095565107578,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0031637531626626768,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,4,4.596688071126683e-05,4.596688071126683e-05,inf,0.0008838328994453293,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.005641472646574268,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,5,0.00032286085886756204,0.00032286085886756204,inf,0.0007048170657596786,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0011556275337657183,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,6,0.0004643354126770232,0.0005475996677177315,8.0,0.0043919625134792774,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002927316183726542,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,7,0.00024437925911828686,0.0013478369558277978,1.0,0.0005023099507728514,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0028769903720275423,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,8,0.0002966988677494625,0.0002966988677494625,inf,0.00046256862932364035,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.003746928041743044,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,9,0.0009600035317097425,0.0009600035317097425,inf,0.0012172182232456574,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0017216913417390297,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,10,0.0013458203660494056,0.0013458203660494056,inf,0.0023853634951977107,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.006350848352329709,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,11,0.000707478133945293,0.000707478133945293,inf,0.001314132927941584,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.00572793151960518,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,12,0.00031162618328298727,0.00031162618328298727,inf,0.0020391021564092056,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002547817883566385,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,13,0.0016203500792999976,0.0025810483757609222,0.25,0.0011225993618415434,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002684161201315386,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,200,14,2.390311854374368e-05,2.574364344001304e-05,64.0,0.0016643569980777772,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004959080368806326,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,250,0,0.0008597532747287577,0.0008597532747287577,inf,0.0011357058347153594,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0025877601082262116,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,250,1,0.0006732007698742535,0.0006732007698742535,inf,0.00085085998255442,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004024464243542044,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,250,2,0.000975209959962602,0.0010459994967713887,8.0,0.0011746507110916796,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002200053163762327,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
